,loss,accuracy,precision,recall,auc,val_loss,val_accuracy,val_precision,val_recall,val_auc
0,1.6436424255371094,0.23527397215366364,0.11340206116437912,0.0037671232130378485,0.5525378584861755,1.6230955123901367,0.11675824224948883,0.0,0.0,0.4557529091835022
1,1.5729281902313232,0.37191781401634216,1.0,0.0017123287543654442,0.6199271082878113,1.8140192031860352,0.05494505539536476,0.0,0.0,0.26515305042266846
2,1.5615154504776,0.3544520437717438,0.8888888955116272,0.04109589010477066,0.6079853177070618,1.2543033361434937,0.6098901033401489,0.96875,0.04258241876959801,0.863677442073822
3,1.5201072692871094,0.42431506514549255,0.8650137782096863,0.1075342446565628,0.6927723288536072,1.1231558322906494,0.5521978139877319,0.9558823704719543,0.3571428656578064,0.870854377746582
4,1.4718416929244995,0.4304794669151306,0.8888888955116272,0.19178082048892975,0.720495343208313,1.098656177520752,0.5439560413360596,0.9573643207550049,0.3392857015132904,0.8638015389442444
5,1.461484670639038,0.44931507110595703,0.866568922996521,0.20239725708961487,0.7356352806091309,1.055967926979065,0.598901093006134,0.9542253613471985,0.3722527325153351,0.8783795833587646
6,1.4633818864822388,0.4465753436088562,0.8786666393280029,0.22568492591381073,0.7417862415313721,1.0117627382278442,0.6195054650306702,0.9378882050514221,0.4148351550102234,0.8914245963096619
7,1.4054192304611206,0.46130135655403137,0.9023836255073547,0.27226027846336365,0.7755758762359619,1.5422182083129883,0.29532966017723083,0.9756097793579102,0.05494505539536476,0.6332700252532959
8,1.4678535461425781,0.41541096568107605,0.869905948638916,0.19006849825382233,0.7168778777122498,1.1087716817855835,0.5329670310020447,0.9744681119918823,0.3145604431629181,0.8558529615402222
9,1.3805503845214844,0.4749999940395355,0.9032257795333862,0.2780821919441223,0.7924050092697144,0.922422468662262,0.6346153616905212,0.949367105960846,0.41208791732788086,0.8974586725234985
10,1.367413878440857,0.47808218002319336,0.8885511755943298,0.30034247040748596,0.7958486676216125,1.07656729221344,0.5329670310020447,0.9642857313156128,0.33379119634628296,0.8456340432167053
11,1.3491954803466797,0.4886986315250397,0.9007238745689392,0.29828765988349915,0.7978682518005371,1.058327555656433,0.5219780206680298,0.9440298676490784,0.34752747416496277,0.8549671173095703
12,1.3618404865264893,0.47773972153663635,0.8915906548500061,0.30136987566947937,0.79478520154953,1.1805551052093506,0.4793955981731415,0.9830508232116699,0.2390109896659851,0.8081477880477905
13,1.29359769821167,0.5297945141792297,0.9019073843955994,0.3400684893131256,0.8381133675575256,0.9796736836433411,0.5645604133605957,0.8611897826194763,0.4175824224948883,0.8668021559715271
14,1.3486156463623047,0.46917808055877686,0.8655077815055847,0.3239726126194,0.8029070496559143,1.079702377319336,0.5013736486434937,0.9789915680885315,0.32005494832992554,0.8427940607070923
15,1.2953113317489624,0.5044520497322083,0.8994662165641785,0.34623289108276367,0.8306010365486145,0.8669670820236206,0.6318681240081787,0.9614148139953613,0.4107142984867096,0.9056848883628845
16,1.279528021812439,0.5119863152503967,0.907663881778717,0.33664384484291077,0.8411187529563904,0.8997089862823486,0.5645604133605957,0.9171122908592224,0.4711538553237915,0.8858802914619446
